set,index,current_path,current_name,seo_name_to_write,new_filename_preview
03,12,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-12.webp,easter-collection-set-03-kawaii-sticker-12.webp,kawaii-easter-school-supplies-asset-12-sticker,kawaii-easter-school-supplies-asset-12-sticker.webp
03,13,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-13.webp,easter-collection-set-03-kawaii-sticker-13.webp,kawaii-easter-school-supplies-asset-13-sticker,kawaii-easter-school-supplies-asset-13-sticker.webp
03,14,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-14.webp,easter-collection-set-03-kawaii-sticker-14.webp,kawaii-easter-school-supplies-asset-14-sticker,kawaii-easter-school-supplies-asset-14-sticker.webp
03,15,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-15.webp,easter-collection-set-03-kawaii-sticker-15.webp,kawaii-easter-school-supplies-asset-15-sticker,kawaii-easter-school-supplies-asset-15-sticker.webp
03,16,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-16.webp,easter-collection-set-03-kawaii-sticker-16.webp,kawaii-easter-school-supplies-asset-16-sticker,kawaii-easter-school-supplies-asset-16-sticker.webp
03,17,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-17.webp,easter-collection-set-03-kawaii-sticker-17.webp,kawaii-easter-school-supplies-asset-17-sticker,kawaii-easter-school-supplies-asset-17-sticker.webp
03,18,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-18.webp,easter-collection-set-03-kawaii-sticker-18.webp,kawaii-easter-school-supplies-asset-18-sticker,kawaii-easter-school-supplies-asset-18-sticker.webp
03,19,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-19.webp,easter-collection-set-03-kawaii-sticker-19.webp,kawaii-easter-school-supplies-asset-19-sticker,kawaii-easter-school-supplies-asset-19-sticker.webp
03,20,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-20.webp,easter-collection-set-03-kawaii-sticker-20.webp,kawaii-easter-school-supplies-asset-20-sticker,kawaii-easter-school-supplies-asset-20-sticker.webp
03,21,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-21.webp,easter-collection-set-03-kawaii-sticker-21.webp,kawaii-easter-school-supplies-asset-21-sticker,kawaii-easter-school-supplies-asset-21-sticker.webp
03,22,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-22.webp,easter-collection-set-03-kawaii-sticker-22.webp,kawaii-easter-school-supplies-asset-22-sticker,kawaii-easter-school-supplies-asset-22-sticker.webp
03,23,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-23.webp,easter-collection-set-03-kawaii-sticker-23.webp,kawaii-easter-school-supplies-asset-23-sticker,kawaii-easter-school-supplies-asset-23-sticker.webp
03,24,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-24.webp,easter-collection-set-03-kawaii-sticker-24.webp,kawaii-easter-school-supplies-asset-24-sticker,kawaii-easter-school-supplies-asset-24-sticker.webp
03,25,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-25.webp,easter-collection-set-03-kawaii-sticker-25.webp,kawaii-easter-school-supplies-asset-25-sticker,kawaii-easter-school-supplies-asset-25-sticker.webp
03,26,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-26.webp,easter-collection-set-03-kawaii-sticker-26.webp,kawaii-easter-school-supplies-asset-26-sticker,kawaii-easter-school-supplies-asset-26-sticker.webp
03,27,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-27.webp,easter-collection-set-03-kawaii-sticker-27.webp,kawaii-easter-school-supplies-asset-27-sticker,kawaii-easter-school-supplies-asset-27-sticker.webp
03,28,ester-collection/crops/webp-1024-set-03/easter-collection-set-03-kawaii-sticker-28.webp,easter-collection-set-03-kawaii-sticker-28.webp,kawaii-easter-school-supplies-asset-28-sticker,kawaii-easter-school-supplies-asset-28-sticker.webp
04,01,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-01.webp,easter-collection-set-04-kawaii-sticker-01.webp,kawaii-pastel-school-supplies-asset-01-sticker,kawaii-pastel-school-supplies-asset-01-sticker.webp
04,02,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-02.webp,easter-collection-set-04-kawaii-sticker-02.webp,kawaii-pastel-school-supplies-asset-02-sticker,kawaii-pastel-school-supplies-asset-02-sticker.webp
04,03,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-03.webp,easter-collection-set-04-kawaii-sticker-03.webp,kawaii-pastel-school-supplies-asset-03-sticker,kawaii-pastel-school-supplies-asset-03-sticker.webp
04,04,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-04.webp,easter-collection-set-04-kawaii-sticker-04.webp,kawaii-pastel-school-supplies-asset-04-sticker,kawaii-pastel-school-supplies-asset-04-sticker.webp
04,05,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-05.webp,easter-collection-set-04-kawaii-sticker-05.webp,kawaii-pastel-school-supplies-asset-05-sticker,kawaii-pastel-school-supplies-asset-05-sticker.webp
04,06,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-06.webp,easter-collection-set-04-kawaii-sticker-06.webp,kawaii-pastel-school-supplies-asset-06-sticker,kawaii-pastel-school-supplies-asset-06-sticker.webp
04,07,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-07.webp,easter-collection-set-04-kawaii-sticker-07.webp,kawaii-pastel-school-supplies-asset-07-sticker,kawaii-pastel-school-supplies-asset-07-sticker.webp
04,08,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-08.webp,easter-collection-set-04-kawaii-sticker-08.webp,kawaii-pastel-school-supplies-asset-08-sticker,kawaii-pastel-school-supplies-asset-08-sticker.webp
04,09,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-09.webp,easter-collection-set-04-kawaii-sticker-09.webp,kawaii-pastel-school-supplies-asset-09-sticker,kawaii-pastel-school-supplies-asset-09-sticker.webp
04,10,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-10.webp,easter-collection-set-04-kawaii-sticker-10.webp,kawaii-pastel-school-supplies-asset-10-sticker,kawaii-pastel-school-supplies-asset-10-sticker.webp
04,11,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-11.webp,easter-collection-set-04-kawaii-sticker-11.webp,kawaii-pastel-school-supplies-asset-11-sticker,kawaii-pastel-school-supplies-asset-11-sticker.webp
04,12,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-12.webp,easter-collection-set-04-kawaii-sticker-12.webp,kawaii-pastel-school-supplies-asset-12-sticker,kawaii-pastel-school-supplies-asset-12-sticker.webp
04,13,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-13.webp,easter-collection-set-04-kawaii-sticker-13.webp,kawaii-pastel-school-supplies-asset-13-sticker,kawaii-pastel-school-supplies-asset-13-sticker.webp
04,14,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-14.webp,easter-collection-set-04-kawaii-sticker-14.webp,kawaii-pastel-school-supplies-asset-14-sticker,kawaii-pastel-school-supplies-asset-14-sticker.webp
04,15,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-15.webp,easter-collection-set-04-kawaii-sticker-15.webp,kawaii-pastel-school-supplies-asset-15-sticker,kawaii-pastel-school-supplies-asset-15-sticker.webp
04,16,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-16.webp,easter-collection-set-04-kawaii-sticker-16.webp,kawaii-pastel-school-supplies-asset-16-sticker,kawaii-pastel-school-supplies-asset-16-sticker.webp
04,17,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-17.webp,easter-collection-set-04-kawaii-sticker-17.webp,kawaii-pastel-school-supplies-asset-17-sticker,kawaii-pastel-school-supplies-asset-17-sticker.webp
04,18,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-18.webp,easter-collection-set-04-kawaii-sticker-18.webp,kawaii-pastel-school-supplies-asset-18-sticker,kawaii-pastel-school-supplies-asset-18-sticker.webp
04,19,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-19.webp,easter-collection-set-04-kawaii-sticker-19.webp,kawaii-pastel-school-supplies-asset-19-sticker,kawaii-pastel-school-supplies-asset-19-sticker.webp
04,20,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-20.webp,easter-collection-set-04-kawaii-sticker-20.webp,kawaii-pastel-school-supplies-asset-20-sticker,kawaii-pastel-school-supplies-asset-20-sticker.webp
04,21,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-21.webp,easter-collection-set-04-kawaii-sticker-21.webp,kawaii-pastel-school-supplies-asset-21-sticker,kawaii-pastel-school-supplies-asset-21-sticker.webp
04,22,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-22.webp,easter-collection-set-04-kawaii-sticker-22.webp,kawaii-pastel-school-supplies-asset-22-sticker,kawaii-pastel-school-supplies-asset-22-sticker.webp
04,23,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-23.webp,easter-collection-set-04-kawaii-sticker-23.webp,kawaii-pastel-school-supplies-asset-23-sticker,kawaii-pastel-school-supplies-asset-23-sticker.webp
04,24,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-24.webp,easter-collection-set-04-kawaii-sticker-24.webp,kawaii-pastel-school-supplies-asset-24-sticker,kawaii-pastel-school-supplies-asset-24-sticker.webp
04,25,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-25.webp,easter-collection-set-04-kawaii-sticker-25.webp,kawaii-pastel-school-supplies-asset-25-sticker,kawaii-pastel-school-supplies-asset-25-sticker.webp
04,26,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-26.webp,easter-collection-set-04-kawaii-sticker-26.webp,kawaii-pastel-school-supplies-asset-26-sticker,kawaii-pastel-school-supplies-asset-26-sticker.webp
04,27,ester-collection/crops/webp-1024-set-04/easter-collection-set-04-kawaii-sticker-27.webp,easter-collection-set-04-kawaii-sticker-27.webp,kawaii-pastel-school-supplies-asset-27-sticker,kawaii-pastel-school-supplies-asset-27-sticker.webp
